True Accuracy,Weighted CI Lower,Weighted CI Upper,Unweighted CI Lower,Unweighted CI Upper
0.8799999952316284,0.71737140417099,0.7353031039237976,0.7173688411712646,0.7350993156433105
0.9599999785423279,0.7174732685089111,0.7348955869674683,0.7172694802284241,0.7349974513053894
0.8499999642372131,0.7171676158905029,0.7349974513053894,0.7172694802284241,0.7350993156433105
0.9399999976158142,0.7176770567893982,0.7350993156433105,0.71737140417099,0.7350993156433105
0.85999995470047,0.71737140417099,0.7349974513053894,0.71737140417099,0.7350993156433105
0.8999999761581421,0.71737140417099,0.7352012395858765,0.7174732685089111,0.7348955869674683
0.8899999856948853,0.7175751328468323,0.7350993156433105,0.7172694802284241,0.7350993156433105
0.8799999952316284,0.7172694802284241,0.7350000143051147,0.7174732685089111,0.7347936630249023
0.8899999856948853,0.7172694802284241,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8700000047683716,0.7171676158905029,0.7352012395858765,0.7171676158905029,0.7350993156433105
0.9399999976158142,0.71737140417099,0.7352038025856018,0.7175751328468323,0.7350993156433105
0.9300000071525574,0.71737140417099,0.7349974513053894,0.7174732685089111,0.7348955869674683
0.9099999666213989,0.7171676158905029,0.7350993156433105,0.7175751328468323,0.7349974513053894
0.9099999666213989,0.7174732685089111,0.7350993156433105,0.71737140417099,0.7349974513053894
0.9599999785423279,0.7174732685089111,0.7350000143051147,0.7173688411712646,0.7347962260246277
0.9399999976158142,0.7174732685089111,0.7349974513053894,0.7175725698471069,0.7347936630249023
0.8899999856948853,0.7171676158905029,0.7354049682617188,0.7172694802284241,0.7348955869674683
0.8899999856948853,0.71737140417099,0.7352012395858765,0.7172694802284241,0.7352012395858765
0.9099999666213989,0.7175751328468323,0.7350993156433105,0.7174732685089111,0.7353031039237976
0.9199999570846558,0.71737140417099,0.7350993156433105,0.7175751328468323,0.7352012395858765
0.9099999666213989,0.7175751328468323,0.7350000143051147,0.7174732685089111,0.7350993156433105
0.9599999785423279,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7350993156433105
0.9599999785423279,0.7175751328468323,0.7353031039237976,0.71737140417099,0.7350000143051147
0.9399999976158142,0.71737140417099,0.7352012395858765,0.7174732685089111,0.7350993156433105
0.9099999666213989,0.7175751328468323,0.7352012395858765,0.71737140417099,0.7349974513053894
0.8499999642372131,0.7176770567893982,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8899999856948853,0.71737140417099,0.7350993156433105,0.7174732685089111,0.7348955869674683
0.8799999952316284,0.71737140417099,0.7350993156433105,0.71737140417099,0.7350993156433105
0.9099999666213989,0.71737140417099,0.7349974513053894,0.7172694802284241,0.7349974513053894
0.8899999856948853,0.7175751328468323,0.7350993156433105,0.7174732685089111,0.7349974513053894
0.9199999570846558,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7348955869674683
0.8899999856948853,0.7174732685089111,0.7353031039237976,0.7176770567893982,0.7349974513053894
0.8999999761581421,0.71737140417099,0.7349974513053894,0.7174732685089111,0.7354049682617188
0.9300000071525574,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7350993156433105
0.9300000071525574,0.7174707055091858,0.7350993156433105,0.71737140417099,0.7349974513053894
0.9099999666213989,0.71737140417099,0.7349974513053894,0.71737140417099,0.7349974513053894
0.8999999761581421,0.71737140417099,0.7351018786430359,0.7172694802284241,0.7345899343490601
0.8499999642372131,0.71737140417099,0.7349974513053894,0.71737140417099,0.7350993156433105
0.9199999570846558,0.71737140417099,0.7347936630249023,0.7172694802284241,0.7354049682617188
0.949999988079071,0.7174732685089111,0.7350993156433105,0.7174732685089111,0.7348955869674683
0.9199999570846558,0.71737140417099,0.7349974513053894,0.7172694802284241,0.7352012395858765
0.9699999690055847,0.71737140417099,0.7353031039237976,0.7172694802284241,0.7350993156433105
0.8700000047683716,0.7174732685089111,0.7352012395858765,0.7174732685089111,0.7349974513053894
0.8700000047683716,0.7175751328468323,0.7348955869674683,0.7175725698471069,0.7349974513053894
0.8999999761581421,0.71737140417099,0.7349974513053894,0.71737140417099,0.7349974513053894
0.8799999952316284,0.71737140417099,0.7349974513053894,0.71737140417099,0.7347936630249023
0.9399999976158142,0.7175751328468323,0.7350993156433105,0.71737140417099,0.7354049682617188
0.9099999666213989,0.7172694802284241,0.7348955869674683,0.7174732685089111,0.7350993156433105
0.9399999976158142,0.71737140417099,0.7350993156433105,0.7175751328468323,0.7349974513053894
0.8799999952316284,0.7174732685089111,0.7349974513053894,0.7174732685089111,0.7350993156433105
0.9199999570846558,0.7172694802284241,0.7352012395858765,0.71737140417099,0.7347936630249023
0.8899999856948853,0.7175751328468323,0.7349974513053894,0.7174732685089111,0.7352012395858765
0.8899999856948853,0.7172694802284241,0.7350993156433105,0.71737140417099,0.7352012395858765
0.949999988079071,0.7174732685089111,0.7350993156433105,0.7174732685089111,0.7352012395858765
0.8999999761581421,0.7175751328468323,0.7350993156433105,0.7172694802284241,0.7349974513053894
0.8999999761581421,0.71737140417099,0.7349974513053894,0.71737140417099,0.7349974513053894
0.8700000047683716,0.7172694802284241,0.7349974513053894,0.71737140417099,0.7352012395858765
0.8799999952316284,0.7174732685089111,0.7352012395858765,0.7173688411712646,0.7350993156433105
0.9399999976158142,0.7172694802284241,0.7349974513053894,0.7172694802284241,0.7349974513053894
0.9199999570846558,0.7175751328468323,0.7348955869674683,0.7171676158905029,0.7350993156433105
0.8799999952316284,0.717065691947937,0.7352012395858765,0.7175751328468323,0.7347936630249023
0.8399999737739563,0.7176744937896729,0.7352012395858765,0.7174732685089111,0.7348955869674683
0.9099999666213989,0.7174732685089111,0.7352012395858765,0.7174732685089111,0.7350993156433105
0.9099999666213989,0.7175751328468323,0.7349974513053894,0.7172694802284241,0.7348981499671936
0.8999999761581421,0.7174732685089111,0.7349974513053894,0.7175751328468323,0.7348981499671936
0.949999988079071,0.7175751328468323,0.7348955869674683,0.7172694802284241,0.7352012395858765
0.8999999761581421,0.7174732685089111,0.7349974513053894,0.7175751328468323,0.7352012395858765
0.9099999666213989,0.7176770567893982,0.7349974513053894,0.7172694802284241,0.7350993156433105
0.8799999952316284,0.7171676158905029,0.7349974513053894,0.71737140417099,0.7350993156433105
0.9099999666213989,0.71737140417099,0.7350993156433105,0.7173688411712646,0.7350993156433105
0.8499999642372131,0.7175751328468323,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.9300000071525574,0.7175751328468323,0.7350993156433105,0.7175751328468323,0.7352012395858765
0.8499999642372131,0.71737140417099,0.7350993156433105,0.7175751328468323,0.7349974513053894
0.949999988079071,0.7174732685089111,0.7352012395858765,0.7172694802284241,0.7350000143051147
0.85999995470047,0.7175751328468323,0.7350993156433105,0.7174732685089111,0.7350993156433105
0.9099999666213989,0.7174732685089111,0.7348955869674683,0.71737140417099,0.7350993156433105
0.9199999570846558,0.71737140417099,0.7353031039237976,0.7174732685089111,0.7350993156433105
0.8399999737739563,0.7175751328468323,0.7348955869674683,0.71737140417099,0.7348955869674683
0.9099999666213989,0.7174707055091858,0.7350000143051147,0.71737140417099,0.7350993156433105
0.9099999666213989,0.7175751328468323,0.7349974513053894,0.7174732685089111,0.7348955869674683
0.8499999642372131,0.7175751328468323,0.7350993156433105,0.71737140417099,0.7348955869674683
0.949999988079071,0.71737140417099,0.7350993156433105,0.7171676158905029,0.7352012395858765
0.9399999976158142,0.7174732685089111,0.7350993156433105,0.7174707055091858,0.7350993156433105
0.9300000071525574,0.7174732685089111,0.7349974513053894,0.7175751328468323,0.7349974513053894
0.8799999952316284,0.7172694802284241,0.7350993156433105,0.7174732685089111,0.7349974513053894
0.949999988079071,0.7174732685089111,0.7350993156433105,0.7169638276100159,0.7348955869674683
0.9399999976158142,0.7175751328468323,0.7349974513053894,0.7174732685089111,0.7352012395858765
0.9599999785423279,0.7174732685089111,0.7352012395858765,0.7174732685089111,0.7350993156433105
0.9099999666213989,0.71737140417099,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8399999737739563,0.7172694802284241,0.7349974513053894,0.71737140417099,0.7348955869674683
0.9300000071525574,0.7175751328468323,0.7352012395858765,0.7174732685089111,0.7349974513053894
0.8999999761581421,0.7174707055091858,0.7348955869674683,0.7172694802284241,0.7349974513053894
0.9199999570846558,0.7172694802284241,0.7352012395858765,0.7172694802284241,0.7352012395858765
0.8799999952316284,0.7174732685089111,0.7349974513053894,0.7175751328468323,0.7350993156433105
0.9099999666213989,0.71737140417099,0.7348955869674683,0.71737140417099,0.7350993156433105
0.85999995470047,0.7174732685089111,0.7349974513053894,0.7172669172286987,0.7352012395858765
0.9199999570846558,0.7175751328468323,0.7352012395858765,0.71737140417099,0.7349974513053894
0.8799999952316284,0.7174707055091858,0.7350993156433105,0.7174732685089111,0.7352012395858765
0.8700000047683716,0.7174732685089111,0.7350993156433105,0.71737140417099,0.7348955869674683
0.8999999761581421,0.7176770567893982,0.7349974513053894,0.7176770567893982,0.7352012395858765
0.9399999976158142,0.7171676158905029,0.7349974513053894,0.7171676158905029,0.7348955869674683
0.8899999856948853,0.71737140417099,0.7350000143051147,0.7175751328468323,0.7350993156433105
0.8899999856948853,0.7174732685089111,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.8700000047683716,0.7175751328468323,0.7352012395858765,0.7172694802284241,0.7348955869674683
0.9199999570846558,0.7172694802284241,0.7352012395858765,0.7174732685089111,0.7350993156433105
0.8899999856948853,0.7175751328468323,0.7352012395858765,0.71737140417099,0.7350000143051147
0.9599999785423279,0.71737140417099,0.7350993156433105,0.71737140417099,0.7349974513053894
0.85999995470047,0.71737140417099,0.7351018786430359,0.7172669172286987,0.7348955869674683
0.8999999761581421,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7350993156433105
0.9300000071525574,0.71737140417099,0.7352012395858765,0.7176770567893982,0.7349974513053894
0.8799999952316284,0.71737140417099,0.7349974513053894,0.7171676158905029,0.7352012395858765
0.9399999976158142,0.7171676158905029,0.7350993156433105,0.7172694802284241,0.7348955869674683
0.949999988079071,0.7174732685089111,0.7352012395858765,0.7174732685089111,0.7348955869674683
0.9199999570846558,0.7175751328468323,0.7352012395858765,0.7172694802284241,0.7347936630249023
0.9099999666213989,0.7172694802284241,0.7350993156433105,0.7174732685089111,0.7350993156433105
0.9399999976158142,0.7175725698471069,0.7352012395858765,0.71737140417099,0.7349974513053894
0.9599999785423279,0.71737140417099,0.7353031039237976,0.7175751328468323,0.7348955869674683
0.8700000047683716,0.7174732685089111,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.8700000047683716,0.7174732685089111,0.7347962260246277,0.7174732685089111,0.7350993156433105
0.8899999856948853,0.7174732685089111,0.7352012395858765,0.7172694802284241,0.7349974513053894
0.8899999856948853,0.7173688411712646,0.7350993156433105,0.7171676158905029,0.7349974513053894
0.9099999666213989,0.7175751328468323,0.7348955869674683,0.7174732685089111,0.7349974513053894
0.8899999856948853,0.71737140417099,0.7349974513053894,0.7175751328468323,0.7350993156433105
0.949999988079071,0.7171676158905029,0.7349974513053894,0.7171676158905029,0.7352012395858765
0.8899999856948853,0.7174732685089111,0.7349974513053894,0.7172694802284241,0.7349974513053894
0.9099999666213989,0.7175751328468323,0.7354049682617188,0.7172694802284241,0.7350993156433105
0.85999995470047,0.7172694802284241,0.7351018786430359,0.71737140417099,0.7349974513053894
0.8999999761581421,0.71737140417099,0.7350993156433105,0.7174732685089111,0.7352012395858765
0.8999999761581421,0.71737140417099,0.7348955869674683,0.71737140417099,0.7350993156433105
0.8399999737739563,0.7174732685089111,0.7350000143051147,0.7171676158905029,0.7349974513053894
0.8700000047683716,0.71737140417099,0.7350993156433105,0.7172694802284241,0.7348981499671936
0.9199999570846558,0.7174732685089111,0.7348981499671936,0.7174732685089111,0.7348955869674683
0.8899999856948853,0.71737140417099,0.7349974513053894,0.7174732685089111,0.7350993156433105
0.9199999570846558,0.7175751328468323,0.7349974513053894,0.7174732685089111,0.7350993156433105
0.8899999856948853,0.71737140417099,0.7349974513053894,0.71737140417099,0.7350993156433105
0.8899999856948853,0.7174707055091858,0.7352012395858765,0.7175751328468323,0.7348955869674683
0.9399999976158142,0.7174732685089111,0.7353031039237976,0.71737140417099,0.7347936630249023
0.8999999761581421,0.71737140417099,0.7352012395858765,0.71737140417099,0.7349974513053894
0.8799999952316284,0.7174732685089111,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8799999952316284,0.71737140417099,0.7348955869674683,0.7175751328468323,0.7347936630249023
0.9300000071525574,0.7175751328468323,0.7349974513053894,0.7176770567893982,0.7349974513053894
0.8899999856948853,0.7172694802284241,0.7352012395858765,0.7171676158905029,0.7350993156433105
0.8999999761581421,0.7175751328468323,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.8700000047683716,0.7176770567893982,0.7348955869674683,0.717065691947937,0.7352012395858765
0.8899999856948853,0.7174732685089111,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.8700000047683716,0.7174732685089111,0.7351018786430359,0.7175725698471069,0.7350993156433105
0.9199999570846558,0.7175751328468323,0.7352012395858765,0.7175751328468323,0.7348955869674683
0.9099999666213989,0.7171676158905029,0.7350993156433105,0.71737140417099,0.7348955869674683
0.9099999666213989,0.7175751328468323,0.7349974513053894,0.7174732685089111,0.7352012395858765
0.8999999761581421,0.7175751328468323,0.7350993156433105,0.7172694802284241,0.7348955869674683
0.8999999761581421,0.71737140417099,0.7352012395858765,0.71737140417099,0.7352012395858765
0.9099999666213989,0.7174732685089111,0.7349974513053894,0.71737140417099,0.7348955869674683
0.9199999570846558,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7350993156433105
0.85999995470047,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7352012395858765
0.85999995470047,0.7175725698471069,0.7350993156433105,0.7173688411712646,0.7352012395858765
0.9199999570846558,0.7174707055091858,0.7349974513053894,0.71737140417099,0.7352012395858765
0.8899999856948853,0.7174732685089111,0.7349974513053894,0.7174707055091858,0.7350993156433105
0.8899999856948853,0.7174732685089111,0.7352012395858765,0.71737140417099,0.7349974513053894
0.9199999570846558,0.7175751328468323,0.7352012395858765,0.7174732685089111,0.7349974513053894
0.8899999856948853,0.7175751328468323,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8799999952316284,0.7174732685089111,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8999999761581421,0.7171676158905029,0.7349974513053894,0.7174732685089111,0.7350993156433105
0.9399999976158142,0.7174732685089111,0.7350993156433105,0.7174707055091858,0.7349974513053894
0.8999999761581421,0.7174707055091858,0.7349974513053894,0.71737140417099,0.7349974513053894
0.9099999666213989,0.7174732685089111,0.7350993156433105,0.7173688411712646,0.7350993156433105
0.8999999761581421,0.71737140417099,0.7354049682617188,0.7174732685089111,0.7348955869674683
0.8899999856948853,0.71737140417099,0.7353031039237976,0.7172694802284241,0.7349974513053894
0.8999999761581421,0.7174732685089111,0.7354049682617188,0.7172694802284241,0.7349974513053894
0.9300000071525574,0.7176770567893982,0.7350993156433105,0.71737140417099,0.7350993156433105
0.949999988079071,0.71737140417099,0.7349974513053894,0.71737140417099,0.7350993156433105
0.949999988079071,0.7175751328468323,0.7348955869674683,0.71737140417099,0.7352012395858765
0.9099999666213989,0.71737140417099,0.7348955869674683,0.7174732685089111,0.7350993156433105
0.8999999761581421,0.7172694802284241,0.7351018786430359,0.71737140417099,0.7349974513053894
0.8700000047683716,0.71737140417099,0.7349974513053894,0.7172694802284241,0.7350993156433105
0.9300000071525574,0.7171676158905029,0.7352012395858765,0.7175751328468323,0.7349974513053894
0.9300000071525574,0.71737140417099,0.7352012395858765,0.71737140417099,0.7347936630249023
0.85999995470047,0.71737140417099,0.7349974513053894,0.7174732685089111,0.7348955869674683
0.8899999856948853,0.71737140417099,0.7349974513053894,0.71737140417099,0.7348955869674683
0.8999999761581421,0.71737140417099,0.7352012395858765,0.7172694802284241,0.7349974513053894
0.9199999570846558,0.71737140417099,0.7349974513053894,0.7173688411712646,0.7349974513053894
0.8999999761581421,0.7175751328468323,0.7349974513053894,0.7175751328468323,0.7349974513053894
0.8999999761581421,0.7174732685089111,0.7354049682617188,0.71737140417099,0.7346917986869812
0.8999999761581421,0.7174732685089111,0.7348955869674683,0.71737140417099,0.7349974513053894
0.9399999976158142,0.7171676158905029,0.7349974513053894,0.7174732685089111,0.7352012395858765
0.9099999666213989,0.71737140417099,0.7350993156433105,0.7174707055091858,0.7350993156433105
0.8899999856948853,0.7176770567893982,0.7350993156433105,0.71737140417099,0.7347962260246277
0.8999999761581421,0.7174732685089111,0.7349974513053894,0.71737140417099,0.7350000143051147
0.949999988079071,0.7175751328468323,0.7348955869674683,0.71737140417099,0.7350993156433105
0.9399999976158142,0.71737140417099,0.7349974513053894,0.7175751328468323,0.7349974513053894
0.8999999761581421,0.71737140417099,0.7350993156433105,0.7174732685089111,0.7350993156433105
0.9199999570846558,0.7175751328468323,0.7352012395858765,0.7171676158905029,0.7349974513053894
0.9099999666213989,0.7172694802284241,0.7350993156433105,0.7174707055091858,0.7350993156433105
0.9199999570846558,0.71737140417099,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.8700000047683716,0.7175751328468323,0.7348955869674683,0.7172694802284241,0.7350993156433105
0.9199999570846558,0.7172694802284241,0.7353031039237976,0.7171676158905029,0.7348981499671936
0.8899999856948853,0.7176744937896729,0.7349974513053894,0.7171676158905029,0.7346917986869812
0.8999999761581421,0.7174732685089111,0.7349974513053894,0.7171676158905029,0.7348955869674683
0.8999999761581421,0.7171676158905029,0.7353031039237976,0.7172694802284241,0.7353031039237976
0.85999995470047,0.7174732685089111,0.7351018786430359,0.71737140417099,0.7350993156433105
0.9199999570846558,0.71737140417099,0.7350993156433105,0.7174732685089111,0.7349974513053894
0.85999995470047,0.7174732685089111,0.7352012395858765,0.7174732685089111,0.7348955869674683
0.9099999666213989,0.7174732685089111,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.8799999952316284,0.7171676158905029,0.7350993156433105,0.7172694802284241,0.7350000143051147
0.85999995470047,0.7171676158905029,0.7352012395858765,0.7175751328468323,0.7350000143051147
0.9300000071525574,0.7174732685089111,0.7349974513053894,0.7172694802284241,0.7350993156433105
0.8799999952316284,0.7175751328468323,0.7349974513053894,0.71737140417099,0.7348955869674683
0.9300000071525574,0.71737140417099,0.7347962260246277,0.7174732685089111,0.7352012395858765
0.9399999976158142,0.7175751328468323,0.7352012395858765,0.7172694802284241,0.7349974513053894
0.9699999690055847,0.7175751328468323,0.7348955869674683,0.71737140417099,0.7353031039237976
0.9099999666213989,0.7175751328468323,0.7350993156433105,0.7174732685089111,0.7350993156433105
0.9199999570846558,0.71737140417099,0.7351018786430359,0.7176770567893982,0.7348955869674683
0.9699999690055847,0.7177789211273193,0.7352012395858765,0.7174732685089111,0.7350993156433105
0.9300000071525574,0.7172694802284241,0.7349974513053894,0.7174732685089111,0.7348955869674683
0.9399999976158142,0.7172694802284241,0.7349974513053894,0.7175751328468323,0.7349974513053894
0.8799999952316284,0.7172694802284241,0.7352012395858765,0.7171676158905029,0.7352012395858765
0.8999999761581421,0.7172694802284241,0.7350993156433105,0.7176770567893982,0.7348955869674683
0.949999988079071,0.71737140417099,0.7352012395858765,0.7174732685089111,0.7348955869674683
0.9199999570846558,0.7173688411712646,0.7349974513053894,0.7172694802284241,0.7348955869674683
0.9099999666213989,0.71737140417099,0.7352012395858765,0.7172694802284241,0.7348955869674683
0.9099999666213989,0.7174732685089111,0.7349974513053894,0.7174732685089111,0.7348955869674683
0.8799999952316284,0.71737140417099,0.7352012395858765,0.7175751328468323,0.7348981499671936
0.8799999952316284,0.7174732685089111,0.7348955869674683,0.7174732685089111,0.7348955869674683
0.9099999666213989,0.71737140417099,0.7352012395858765,0.7176770567893982,0.7348955869674683
0.8799999952316284,0.7172694802284241,0.7351018786430359,0.7175751328468323,0.7348955869674683
0.9300000071525574,0.71737140417099,0.7352012395858765,0.71737140417099,0.7347962260246277
0.9199999570846558,0.7172694802284241,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.8999999761581421,0.71737140417099,0.7352012395858765,0.71737140417099,0.7350993156433105
0.8899999856948853,0.7175751328468323,0.7352012395858765,0.71737140417099,0.7350993156433105
0.9199999570846558,0.71737140417099,0.7347936630249023,0.71737140417099,0.7352012395858765
0.9199999570846558,0.7174732685089111,0.7349974513053894,0.7174732685089111,0.7352012395858765
0.9099999666213989,0.71737140417099,0.7350993156433105,0.7175751328468323,0.7349974513053894
0.9300000071525574,0.7175751328468323,0.7352012395858765,0.71737140417099,0.7349974513053894
0.9399999976158142,0.71737140417099,0.7352012395858765,0.71737140417099,0.7349974513053894
0.8899999856948853,0.7176770567893982,0.7349974513053894,0.71737140417099,0.7346917986869812
0.8499999642372131,0.7174732685089111,0.7353031039237976,0.7176770567893982,0.7348955869674683
0.9300000071525574,0.71737140417099,0.7350993156433105,0.71737140417099,0.7349974513053894
0.9099999666213989,0.7174732685089111,0.7349974513053894,0.71737140417099,0.7348981499671936
0.9199999570846558,0.71737140417099,0.7348955869674683,0.71737140417099,0.7352012395858765
0.949999988079071,0.7175751328468323,0.7353031039237976,0.71737140417099,0.7348955869674683
0.8700000047683716,0.7174732685089111,0.7349974513053894,0.7174707055091858,0.7346943616867065
0.8799999952316284,0.71737140417099,0.7349974513053894,0.7172694802284241,0.7350993156433105
0.9099999666213989,0.7172694802284241,0.7352012395858765,0.7175751328468323,0.7350993156433105
0.8799999952316284,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7349974513053894
0.8899999856948853,0.7174732685089111,0.7351018786430359,0.7172694802284241,0.7349974513053894
0.9399999976158142,0.7174707055091858,0.7348955869674683,0.7174732685089111,0.7350993156433105
0.949999988079071,0.7169638276100159,0.7349974513053894,0.7174732685089111,0.7352012395858765
0.9099999666213989,0.7172694802284241,0.7349974513053894,0.7172694802284241,0.7347936630249023
0.8999999761581421,0.7174732685089111,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8700000047683716,0.71737140417099,0.7349974513053894,0.71737140417099,0.7350993156433105
0.8999999761581421,0.7174707055091858,0.7353031039237976,0.7171676158905029,0.7349974513053894
0.8899999856948853,0.7171676158905029,0.7352012395858765,0.7175751328468323,0.7348955869674683
0.949999988079071,0.7175725698471069,0.7347962260246277,0.7172694802284241,0.7350993156433105
0.8700000047683716,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7350993156433105
0.949999988079071,0.71737140417099,0.7352012395858765,0.7172694802284241,0.7349974513053894
0.8899999856948853,0.71737140417099,0.7350000143051147,0.71737140417099,0.7349974513053894
0.8700000047683716,0.7172694802284241,0.7351018786430359,0.7174732685089111,0.7349974513053894
0.8899999856948853,0.7174732685089111,0.7350993156433105,0.71737140417099,0.7352012395858765
0.8999999761581421,0.71737140417099,0.7350993156433105,0.7174707055091858,0.7350000143051147
0.8700000047683716,0.71737140417099,0.7348955869674683,0.7175751328468323,0.7349974513053894
0.8899999856948853,0.7174732685089111,0.7353031039237976,0.7174707055091858,0.7349974513053894
0.8799999952316284,0.71737140417099,0.7350993156433105,0.71737140417099,0.7349974513053894
0.85999995470047,0.71737140417099,0.7352012395858765,0.7175751328468323,0.7350993156433105
0.9399999976158142,0.7174732685089111,0.7350993156433105,0.7175751328468323,0.7350993156433105
0.949999988079071,0.7176770567893982,0.7350993156433105,0.7174732685089111,0.7348955869674683
0.8700000047683716,0.7175751328468323,0.7350993156433105,0.7171676158905029,0.7349974513053894
0.9300000071525574,0.7175751328468323,0.7349974513053894,0.7175751328468323,0.7352012395858765
0.85999995470047,0.7174732685089111,0.7352012395858765,0.7174732685089111,0.7347936630249023
0.8799999952316284,0.71737140417099,0.7350993156433105,0.71737140417099,0.7349974513053894
0.9300000071525574,0.7174732685089111,0.7348955869674683,0.7172694802284241,0.7349974513053894
0.8700000047683716,0.7176770567893982,0.7349974513053894,0.7174732685089111,0.7347936630249023
0.9300000071525574,0.7175751328468323,0.7349974513053894,0.7175751328468323,0.7349974513053894
0.9099999666213989,0.7177789211273193,0.7352038025856018,0.71737140417099,0.7350993156433105
0.8700000047683716,0.7174732685089111,0.7352012395858765,0.7174707055091858,0.7347936630249023
0.9099999666213989,0.7174732685089111,0.7350993156433105,0.7171676158905029,0.7348955869674683
0.8799999952316284,0.7172694802284241,0.7350993156433105,0.7174732685089111,0.7352012395858765
0.9300000071525574,0.7174732685089111,0.7349974513053894,0.7176770567893982,0.7350993156433105
0.9599999785423279,0.71737140417099,0.7349974513053894,0.71737140417099,0.7349974513053894
0.9099999666213989,0.7174707055091858,0.7352012395858765,0.7171676158905029,0.7352012395858765
0.9399999976158142,0.71737140417099,0.7350993156433105,0.71737140417099,0.7348955869674683
0.9300000071525574,0.71737140417099,0.7347936630249023,0.7175751328468323,0.7352012395858765
0.8799999952316284,0.7172694802284241,0.7351018786430359,0.7174732685089111,0.7350993156433105
0.8899999856948853,0.7174732685089111,0.7352012395858765,0.71737140417099,0.7353031039237976
0.8899999856948853,0.7171676158905029,0.7350993156433105,0.7172694802284241,0.7348955869674683
0.9300000071525574,0.7174732685089111,0.7348955869674683,0.71737140417099,0.7347936630249023
0.8999999761581421,0.71737140417099,0.7350993156433105,0.71737140417099,0.7348955869674683
0.8499999642372131,0.71737140417099,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.9099999666213989,0.7177789211273193,0.7349974513053894,0.71737140417099,0.7349974513053894
0.8899999856948853,0.7174732685089111,0.7348955869674683,0.7173688411712646,0.7348955869674683
0.9399999976158142,0.71737140417099,0.7350993156433105,0.7172694802284241,0.7350000143051147
0.8899999856948853,0.7174732685089111,0.7349974513053894,0.71737140417099,0.7350993156433105
0.8999999761581421,0.7175751328468323,0.7347936630249023,0.71737140417099,0.7347936630249023
0.9599999785423279,0.7175725698471069,0.7352012395858765,0.71737140417099,0.7349974513053894
0.8799999952316284,0.7174732685089111,0.7350993156433105,0.7174732685089111,0.7346917986869812
0.8999999761581421,0.7176744937896729,0.7352012395858765,0.7174732685089111,0.7349974513053894
0.949999988079071,0.7175751328468323,0.7348955869674683,0.7175751328468323,0.7348955869674683
0.8700000047683716,0.7174732685089111,0.7348955869674683,0.7175751328468323,0.7350993156433105
0.8700000047683716,0.7175751328468323,0.7350993156433105,0.71737140417099,0.7350000143051147
0.8899999856948853,0.7175751328468323,0.7350993156433105,0.71737140417099,0.7350993156433105
0.9099999666213989,0.7174732685089111,0.7350000143051147,0.7172694802284241,0.7350993156433105
0.9399999976158142,0.7174732685089111,0.7350993156433105,0.7172694802284241,0.7350000143051147
0.8999999761581421,0.7173688411712646,0.7350993156433105,0.7174732685089111,0.7347936630249023
0.949999988079071,0.7174732685089111,0.7350993156433105,0.71737140417099,0.7349974513053894
0.8700000047683716,0.7172694802284241,0.7349974513053894,0.7174732685089111,0.7349974513053894
0.9699999690055847,0.7174732685089111,0.7353031039237976,0.7174732685089111,0.7349974513053894
0.8799999952316284,0.7171676158905029,0.7350993156433105,0.7175751328468323,0.7350993156433105
0.9099999666213989,0.7174732685089111,0.7350993156433105,0.7174732685089111,0.7350993156433105
0.9300000071525574,0.7176744937896729,0.7348955869674683,0.7172694802284241,0.7349974513053894
0.9300000071525574,0.7172694802284241,0.7348955869674683,0.71737140417099,0.7348955869674683
0.9099999666213989,0.7174732685089111,0.7349974513053894,0.7172694802284241,0.7350993156433105
0.8899999856948853,0.71737140417099,0.7352012395858765,0.7175751328468323,0.7350993156433105
0.9199999570846558,0.7175751328468323,0.7352012395858765,0.7172694802284241,0.7352012395858765
0.9300000071525574,0.7172694802284241,0.7348955869674683,0.71737140417099,0.7349974513053894
0.9300000071525574,0.7174707055091858,0.7353031039237976,0.7175751328468323,0.7353031039237976
0.8799999952316284,0.7173688411712646,0.7350993156433105,0.71737140417099,0.7349974513053894
